Item_Fat_Content,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Visibility,Item_Weight,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Outlet_Years,Item_Type_Combined,Item_Visibility_MeanRatio,outlet
2,FDQ26,58.6562,711.0744,0.06814888599999999,13.5,OUT018,2,1,2,4,1,0.9776107855350521,3
1,NCA06,34.819,1061.951,0.144094079,20.5,OUT017,1,1,1,6,2,2.067061312816469,2
2,FDT24,78.6328,1004.0264,0.186616421,12.35,OUT018,2,1,2,4,1,2.6770536781415624,3
0,DRG27,39.1138,609.207,0.105323859,8.895,OUT045,1,1,1,11,0,1.5108939643206065,7
0,FDR02,110.8886,3558.0352,0.022110425,16.7,OUT045,1,1,1,11,1,0.31717891841641926,7
0,DRG37,155.8972,2025.3636,0.019374768,16.2,OUT035,1,2,1,9,0,0.2779353159791841,6
0,FDJ07,118.115,1864.24,0.014482278000000001,7.26,OUT018,2,1,2,4,1,0.20775146892228005,3
0,FDP32,126.7678,1907.517,0.08780578800000001,6.65,OUT049,0,1,1,14,1,1.2595933759093916,9
0,FDV59,218.9166,5660.6316,0.048027043,13.35,OUT046,0,2,1,16,1,0.6889585140710257,8
0,FDP60,99.8016,607.2096,0.055908268,17.35,OUT035,1,2,1,9,1,0.8020164232381468,6
0,FDE32,39.6506,1024.6662,0.048522793,12.857645184136183,OUT027,2,1,3,28,1,0.6960701570541408,5
2,FDK26,187.424,3169.208,0.032359413,5.46,OUT017,1,1,1,6,1,0.4642029095293381,2
0,FDW28,197.3452,2740.4328,0.088807455,18.25,OUT035,1,2,1,9,1,1.273962509730809,6
0,FDP56,47.7692,640.4996,0.046556408,8.185,OUT049,0,1,1,14,1,0.6678619309576153,9
0,FDT25,122.2072,1960.1152,0.050750977,7.5,OUT046,0,2,1,16,1,0.7280339474902255,8
0,FDQ12,230.601,2067.3089999999997,0.035404052000000005,12.65,OUT035,1,2,1,9,1,0.5078789268373931,6
0,FDR60,77.2328,231.6984,0.13039045800000001,14.3,OUT035,1,2,1,9,1,1.8704798501277813,6
0,FDZ10,128.002,253.00400000000002,0.074422769,17.85,OUT010,2,1,0,15,1,1.0676110195518638,0
0,FDM13,130.5626,131.1626,0.10574254400000001,6.425,OUT010,2,1,0,15,1,1.5169000928982879,0
2,FDF26,153.4998,2153.1972,0.046729335999999996,6.825,OUT045,1,1,1,11,1,0.6703426212204172,7
0,FDN02,205.3638,5383.6588,0.07347023400000001,12.857645184136183,OUT027,2,1,3,28,1,1.0539466950961474,5
1,NCI30,245.546,1724.422,0.058886477,20.25,OUT013,2,0,1,26,2,0.8447394875590745,1
1,NCJ31,243.0196,3615.2940000000003,0.18293775,19.2,OUT049,0,1,1,14,2,2.6242823320914592,9
1,NCQ54,166.8474,168.4474,0.020993364,17.7,OUT010,2,1,0,15,2,0.30115443223919003,0
2,FDB02,175.437,2999.429,0.029223423999999998,9.695,OUT045,1,1,1,11,1,0.4192164563433054,7
0,FDC02,259.3278,4165.2448,0.068489201,12.857645184136183,OUT027,2,1,3,28,1,0.9824926791947572,5
0,FDA11,95.6436,1134.5232,0.043326511,7.75,OUT045,1,1,1,11,1,0.621528346819977,7
0,DRI23,159.6578,2888.2404,0.136532569,12.857645184136183,OUT027,2,1,3,28,0,1.958589785770067,5
2,FDE04,179.86599999999999,2696.49,0.018051091000000002,19.75,OUT049,0,1,1,14,1,0.2589468777563688,9
2,FDW38,55.5298,53.9298,0.23212188,5.325,OUT010,2,1,0,15,1,3.3298395141290076,0
2,FDG46,115.4518,113.8518,0.057620562,12.857645184136183,OUT019,0,2,0,28,1,0.826579657953487,4
1,NCJ05,152.3682,2287.0229999999997,0.045865089000000005,12.857645184136183,OUT027,2,1,3,28,2,0.6579448075780004,5
2,FDU01,185.1924,555.2772,0.021002171,12.857645184136183,OUT019,0,2,0,28,1,0.3012807705947166,4
2,FDY11,66.6142,1120.5414,0.029727657,6.71,OUT017,1,1,1,6,1,0.4264497898305571,2
0,FDX60,79.296,719.064,0.080527065,14.35,OUT013,2,0,1,26,1,1.1551784906870262,1
1,NCN29,47.8034,437.4306,0.010004942777777777,15.2,OUT049,0,1,1,14,2,0.14352310862743348,9
2,FDT07,256.633,2050.6639999999998,0.075229446,5.82,OUT049,0,1,1,14,1,1.0791829788593579,9
2,FDI21,61.9168,1214.4192,0.056833394,5.59,OUT018,2,1,2,4,1,0.8152875595495886,3
2,FDI41,148.0418,2059.9852,0.06225692099999999,18.5,OUT046,0,2,1,16,1,0.8930892493797137,8
2,FDE10,133.1626,3672.5528,0.08951254199999999,12.857645184136183,OUT027,2,1,3,28,1,1.2840771381040526,5
2,FDQ28,153.5656,3089.312,0.060427062000000004,14.0,OUT046,0,2,1,16,1,0.866839518835206,8
0,FDY32,165.021,815.605,0.216323008,7.605,OUT010,2,1,0,15,1,3.1032012141795744,0
1,NCK05,61.1536,61.2536,0.135612397,12.857645184136183,OUT019,0,2,0,28,2,1.9453897156801851,4
0,FDH12,107.12799999999999,1278.336,0.08512595099999999,9.6,OUT045,1,1,1,11,1,1.2211505236714852,7
2,FDJ27,103.8674,1528.011,0.12256541300000001,17.7,OUT017,1,1,1,6,1,1.7582278554393114,2
0,DRL35,43.376999999999995,129.83100000000002,0.023892116555555554,15.7,OUT010,2,1,0,15,0,0.3427376763571996,0
1,NCY29,55.093,1301.639,0.077670981,13.65,OUT017,1,1,1,6,2,1.1142073364000127,2
2,FDC21,110.1254,1844.9318,0.043201813,14.6,OUT017,1,1,1,6,1,0.6197395265341304,2
0,FDM33,220.1798,5068.7354,0.088215871,15.6,OUT017,1,1,1,6,1,1.2654761069017157,2
0,DRJ39,217.5482,1095.241,0.036295834,20.25,OUT013,2,0,1,26,0,0.5206717361218474,1
0,FDB22,151.9998,307.5996,0.18652881899999998,8.02,OUT010,2,1,0,15,1,2.675797008149415,0
0,FDC32,93.8462,1295.6468,0.099026525,18.35,OUT013,2,0,1,26,1,1.4205573205416224,1
0,FDD02,118.8124,2607.2728,0.0423816885,16.6,OUT046,0,2,1,16,1,0.6079746598761261,8
2,FDL28,228.6668,3455.502,0.063162608,10.0,OUT035,1,2,1,9,1,0.9060815289529834,6
2,FDL39,179.4318,2345.6134,0.063429818,16.1,OUT049,0,1,1,14,1,0.9099147152797977,9
2,FDV37,196.2426,197.7426,0.139785104,13.0,OUT010,2,1,0,15,1,2.005248117005742,0
2,FDA28,126.5362,1761.7068,0.04807227,16.1,OUT017,1,1,1,6,1,0.6896073053513028,2
0,FDL04,105.5622,1905.5196,0.11209743300000001,19.0,OUT049,0,1,1,14,1,1.6080623758338897,9
0,FDR10,163.5552,3086.6488,0.010037996,17.6,OUT035,1,2,1,9,1,0.1439972643831289,6
0,FDA39,39.1822,1060.6194,0.012789884,6.32,OUT017,1,1,1,6,1,0.18347370409168823,2
2,FDR15,153.1314,4653.942,0.033431669,9.3,OUT035,1,2,1,9,1,0.4795846581092734,6
2,FDQ40,175.0712,3339.6528,0.03623131,11.1,OUT017,1,1,1,6,1,0.5197461251246865,2
0,DRG23,151.2682,2439.4912,0.086360962,12.857645184136183,OUT027,2,1,3,28,0,1.238867028587713,5
0,FDU36,99.4384,1379.5376,0.046232445,6.15,OUT013,2,0,1,26,1,0.6632146103408952,1
0,FDF47,223.9746,897.4984,0.097618234,20.85,OUT046,0,2,1,16,1,1.4003550758450334,8
2,FDH14,141.4838,1404.838,0.046808552999999996,17.1,OUT046,0,2,1,16,1,0.6714790065400207,8
2,FDO45,86.3856,615.1992,0.03810738,13.15,OUT018,2,1,2,4,1,0.5466587626462851,3
2,FDK60,95.7068,1069.2748,0.093846532,16.5,OUT035,1,2,1,9,1,1.3462491796015625,6
0,FDS43,185.924,4101.3279999999995,0.040744057,11.65,OUT017,1,1,1,6,1,0.5844824751743549,2
0,FDN44,160.292,4793.76,0.022831052,13.15,OUT049,0,1,1,14,1,0.3275164715137328,9
2,FDS34,113.9518,1138.518,0.07687841599999999,19.35,OUT049,0,1,1,14,1,1.102837816841944,9
2,FDU20,122.2098,2771.7254,0.021501067000000002,19.35,OUT045,1,1,1,11,1,0.30843754364101844,7
2,FDP44,101.4332,1948.1308,0.07964724,16.5,OUT013,2,0,1,26,1,1.1425572072021666,1
0,FDC02,258.5278,5206.556,0.068809463,21.35,OUT035,1,2,1,9,1,0.9870869081510021,6
2,FDT56,57.5246,173.7738,0.115570552,16.0,OUT035,1,2,1,9,1,1.657885033152847,6
1,NCA06,34.919000000000004,73.238,0.14316437099999998,20.5,OUT013,2,0,1,26,2,2.053724446705433,1
2,FDE04,180.46599999999998,3415.554,0.018008071,19.75,OUT013,2,0,1,26,1,0.25832974637738015,1
1,NCX06,179.1976,3803.0496,0.015775777,17.6,OUT017,1,1,1,6,2,0.2263069970857016,2
2,FDX49,234.33,3961.51,0.102407778,4.615,OUT017,1,1,1,6,1,1.4690621398489074,2
0,DRM59,154.1998,1384.1982,0.0036067259999999998,5.88,OUT018,2,1,2,4,0,0.051739279172805505,3
2,FDJ34,126.0704,1251.704,0.093801337,11.8,OUT049,0,1,1,14,1,1.3456008473683363,9
0,FDP60,101.9016,1821.6288,0.041997015250000005,17.35,OUT013,2,0,1,26,1,0.6024564373463137,1
2,FDI07,196.9426,5141.3076,0.033760862,12.35,OUT046,0,2,1,16,1,0.4843070042283669,8
0,FDV07,111.0228,3205.1612,0.031131455,12.857645184136183,OUT027,2,1,3,28,1,0.4465875814521624,5
0,FDH41,214.1534,1720.4272,0.082177842,9.0,OUT045,1,1,1,11,1,1.178859250482765,7
1,NCB31,263.291,3418.883,0.118858866,6.235,OUT049,0,1,1,14,2,1.7050566220270351,9
0,FDW34,244.817,4374.306,0.03711723509999999,9.6,OUT035,1,2,1,9,1,0.5324549158881365,6
0,FDX45,156.16299999999998,782.315,0.105448901,16.75,OUT017,1,1,1,6,1,1.5126877193622497,2
2,FDH14,141.3838,1685.8056,0.046881328,17.1,OUT049,0,1,1,14,1,0.6725229799501996,9
2,FDF26,154.5998,153.7998,0.078057026,6.825,OUT010,2,1,0,15,1,1.1197452369858254,0
2,FDU24,92.212,4101.3279999999995,0.140955857,6.78,OUT017,1,1,1,6,1,2.0220428267534185,2
2,FDX11,181.9634,3453.5046,0.107186944,16.0,OUT018,2,1,2,4,1,1.5376203291561017,3
0,FDF35,105.9938,1179.1318,0.15396020900000001,15.0,OUT035,1,2,1,9,1,2.208593121560796,6
1,NCC43,251.3066,1004.0264,0.093160853,7.39,OUT018,2,1,2,4,2,1.3364129632646604,3
0,FDG29,42.5454,419.454,0.05629192,17.6,OUT046,0,2,1,16,1,0.8075199957116881,8
2,FDS44,239.6538,3845.6608,0.15604396,12.65,OUT046,0,2,1,16,1,2.2384849887876417,8
0,FDZ10,127.102,2024.0320000000002,0.044463490999999994,17.85,OUT046,0,2,1,16,1,0.637838575441141,8
2,FDC52,150.4708,1956.1204,0.00827301,11.15,OUT013,2,0,1,26,1,0.11867815131768028,1
0,DRL35,42.876999999999995,1168.479,0.030697825,15.7,OUT035,1,2,1,9,0,0.4403670635565131,6
1,NCP55,56.4614,55.2614,0.009800793299999997,14.65,OUT010,2,1,0,15,2,0.1405945393865965,0
0,FDV38,55.0956,2020.0372,0.101281,12.857645184136183,OUT027,2,1,3,28,1,1.452898261165643,5
0,FDL44,160.4894,3073.9986,0.012300013,18.25,OUT045,1,1,1,11,1,0.17644639665894693,7
2,FDZ47,98.7042,1884.8798,0.0687943465,20.7,OUT017,1,1,1,6,1,0.9868700586277459,2
0,FDT45,53.3956,1364.89,0.057313443,15.85,OUT046,0,2,1,16,1,0.8221739682281591,8
2,FDN23,145.7444,3193.1768,0.075625152,6.575,OUT049,0,1,1,14,1,1.0848594686188666,9
1,NCP43,177.86599999999999,2336.958,0.030568919,17.75,OUT045,1,1,1,11,2,0.43851787858347946,7
0,DRJ24,185.2924,370.1848,0.19842484100000002,12.857645184136183,OUT019,0,2,0,28,0,2.846448064898344,4
2,FDA02,143.5786,3756.4436,0.029578726,12.857645184136183,OUT027,2,1,3,28,1,0.4243133418202327,5
0,FDH33,44.9428,175.7712,0.213125482,12.857645184136183,OUT019,0,2,0,28,1,3.0573319991695334,4
2,FDF56,181.2976,3078.6592,0.120137953,16.7,OUT017,1,1,1,6,1,1.7234054068749296,2
1,NCN26,115.1808,2109.2544,0.028679893999999997,10.85,OUT046,0,2,1,16,2,0.41141939873238764,8
0,FDD22,113.7544,3243.7776,0.09980462300000001,10.0,OUT049,0,1,1,14,1,1.4317193077970451,9
2,FDU15,37.9532,71.9064,0.044526443,13.65,OUT010,2,1,0,15,1,0.6387416357519289,0
2,FDB41,46.8718,189.0872,0.162882227,19.0,OUT010,2,1,0,15,1,2.3365814356403227,0
2,FDZ35,102.499,2579.975,0.022404492999999998,9.6,OUT017,1,1,1,6,1,0.32139738867110135,2
0,FDT60,124.1388,1486.0656,0.075975642,12.0,OUT017,1,1,1,6,1,1.089887324895522,2
2,FDE51,43.8086,312.2602,0.09644909,5.925,OUT035,1,2,1,9,1,1.3835834475568822,6
1,NCQ06,254.5014,4845.0266,0.041816615,13.0,OUT035,1,2,1,9,2,0.5998685560108327,6
2,FDS28,58.5588,171.7764,0.08286768900000001,8.18,OUT017,1,1,1,6,1,1.188755257698041,2
0,FDH32,96.541,1834.279,0.076214289,12.8,OUT045,1,1,1,11,1,1.0933107686937904,7
0,FDW37,89.7488,2082.6224,0.12430196800000001,19.2,OUT045,1,1,1,11,1,1.7831391195452988,7
2,FDY33,159.4262,2705.1454,0.09720112800000001,14.5,OUT046,0,2,1,16,1,1.3943715983702678,8
0,FDF17,196.81099999999998,3731.809,0.042861968,5.19,OUT017,1,1,1,6,1,0.6148643751279848,2
2,FDG56,61.0536,1592.5936,0.0713931,13.3,OUT013,2,0,1,26,1,1.0241497501922854,1
1,NCB18,88.8514,2125.2336,0.041256807,19.6,OUT013,2,0,1,26,2,0.5918379869032347,1
0,FDU14,248.275,998.7,0.034746076,17.75,OUT035,1,2,1,9,1,0.4984401161395452,6
0,FDU22,119.1124,3673.8844,0.093441604,12.35,OUT049,0,1,1,14,1,1.3404403982200865,9
1,NCV41,109.8228,2099.9332,0.017024598000000002,14.35,OUT013,2,0,1,26,2,0.2442216094948123,1
0,FDY52,63.2536,1225.072,0.007363189,6.365,OUT045,1,1,1,11,1,0.10562656860352869,7
0,DRG48,143.9102,3062.0142,0.014484582,12.857645184136183,OUT027,2,1,3,28,0,0.20778452030994135,5
2,FDU01,184.7924,4442.2176,0.011937183,12.857645184136183,OUT027,2,1,3,28,1,0.17124152036330678,5
1,NCP53,238.6906,4278.4308,0.032862976,14.75,OUT013,2,0,1,26,2,0.47142663171896265,1
0,FDC17,211.9928,631.1784,0.015484763,12.15,OUT049,0,1,1,14,1,0.22213233713393513,9
1,NCZ30,121.5098,602.549,0.026163192000000002,6.59,OUT013,2,0,1,26,2,0.3753167540145028,1
2,FDK03,255.6356,2797.6916,0.073920438,12.6,OUT046,0,2,1,16,1,1.060404970673697,8
0,FDE08,149.8734,445.4202,0.08635240300000001,12.857645184136183,OUT019,0,2,0,28,1,1.2387442478468307,4
1,NCM07,83.9908,2348.9424,0.03976832,12.857645184136183,OUT027,2,1,3,28,2,0.5704853129163304,5
2,FDY35,47.7402,1975.4286,0.015950066000000002,12.857645184136183,OUT027,2,1,3,28,1,0.22880721119338518,5
2,FDS28,59.2588,1374.2112,0.082002559,12.857645184136183,OUT027,2,1,3,28,1,1.1763447772260645,5
0,FDI56,92.7146,2006.7212,0.09330766800000001,7.325,OUT013,2,0,1,26,1,1.3385190567887473,1
0,FDR23,175.83700000000002,352.874,0.143199389,12.857645184136183,OUT019,0,2,0,28,1,2.0542267876312685,4
2,FDF29,130.531,908.817,0.019965179,15.1,OUT049,0,1,1,14,1,0.28640489186481977,9
2,FDA47,164.12099999999998,6035.477,0.11610879699999999,12.857645184136183,OUT027,2,1,3,28,1,1.6656062762742725,5
2,FDI10,172.9422,1379.5376,0.07833908099999999,8.51,OUT013,2,0,1,26,1,1.1237913781085735,1
0,FDC45,170.2106,171.1106,0.237651344,12.857645184136183,OUT019,0,2,0,28,1,3.409160893566197,4
2,FDA27,257.2672,2045.3376,0.031102571000000002,20.35,OUT017,1,1,1,6,1,0.4461732341078875,2
1,NCR41,96.9094,1332.9316,0.018097419,17.85,OUT018,2,1,2,4,2,0.25961146312423916,3
0,FDR09,258.4962,2848.9582,0.078041216,18.25,OUT018,2,1,2,4,1,1.119518439052264,3
1,NCB06,160.49200000000002,1278.336,0.08226356,17.6,OUT013,2,0,1,26,2,1.1800888940797931,1
0,FDE53,106.428,1491.392,0.026880159,10.895,OUT046,0,2,1,16,1,0.3856018036053752,8
0,DRE27,99.6726,195.7452,0.22206335100000002,11.85,OUT010,2,1,0,15,0,3.185547699336656,0
1,NCA06,35.919000000000004,585.904,0.142589751,12.857645184136183,OUT027,2,1,3,28,2,2.0454813961941722,5
0,FDL56,88.6198,1133.8574,0.126292985,14.1,OUT018,2,1,2,4,1,1.811700697109217,3
2,FDT09,131.7284,1186.4556,0.012260981,15.15,OUT035,1,2,1,9,1,0.1758864740186707,6
0,DRH03,91.61200000000001,93.212,0.05869048,17.25,OUT010,2,1,0,15,0,0.8419278674082695,0
1,NCQ53,237.05900000000003,2836.308,0.018982338,17.6,OUT018,2,1,2,4,2,0.2723058211615062,3
1,NCT18,179.6976,3621.952,0.059405152,14.6,OUT046,0,2,1,16,2,0.8521799947184636,8
0,FDL43,76.467,1761.0410000000002,0.027059264,10.1,OUT035,1,2,1,9,1,0.3881711042942119,6
0,FDJ53,119.2098,1325.6078,0.071244438,10.5,OUT035,1,2,1,9,1,1.022017161046232,6
1,NCQ02,186.9556,3942.8676,0.007455054,12.6,OUT035,1,2,1,9,2,0.10694439226998124,6
1,NCJ05,153.6682,3506.7686,0.046088273,18.7,OUT046,0,2,1,16,2,0.6611464312341648,8
0,FDT40,127.1678,3560.6984,0.09618555599999999,5.985,OUT018,2,1,2,4,1,1.3798029942600345,3
0,FDA48,221.4114,5099.3622,0.11487406,12.1,OUT046,0,2,1,16,1,1.647893701948418,8
2,FDV37,196.0426,2570.6538,0.08364371599999999,13.0,OUT049,0,1,1,14,1,1.199887536002141,9
2,FDX07,181.695,2563.33,0.022965292,19.2,OUT045,1,1,1,11,1,0.32944217389205527,7
0,DRG48,146.3102,2187.153,0.014584584,5.78,OUT045,1,1,1,11,0,0.20921907103429327,7
2,FDF44,130.9968,2348.9424,0.059716729,7.17,OUT035,1,2,1,9,1,0.8566496354360633,6
2,FDS24,88.1514,1682.4766,0.062224479000000006,20.85,OUT046,0,2,1,16,1,0.8926238617414725,8
1,NCQ50,215.7218,4274.436,0.034360687,18.75,OUT049,0,1,1,14,2,0.492911626018275,9
0,FDT25,123.4072,3185.1872,0.050708743,7.5,OUT013,2,0,1,26,1,0.7274280914544234,1
2,FDO03,230.5352,4580.704000000001,0.036957777000000004,10.395,OUT045,1,1,1,11,1,0.5301674543087804,7
2,FDJ55,223.5404,1800.3232,0.023530952999999997,12.8,OUT046,0,2,1,16,1,0.3375567055742979,8
2,FDM36,170.4422,517.3266,0.058681957,11.65,OUT013,2,0,1,26,1,0.8418056030953192,1
0,FDM21,258.0646,5668.6212,0.064728148,20.2,OUT017,1,1,1,6,1,0.9285395452026776,2
2,FDK58,103.0016,2125.2336,0.03877750711111111,11.35,OUT035,1,2,1,9,1,0.5562718837103867,6
2,FDD26,186.5924,555.2772,0.12077345099999999,8.71,OUT010,2,1,0,15,1,1.7325217657099945,0
2,FDW57,177.3028,1948.1308,0.11591197199999999,8.31,OUT045,1,1,1,11,1,1.6627827782810267,7
2,FDT32,188.8214,188.4214,0.10985775,19.0,OUT010,2,1,0,15,1,1.575933629709125,0
0,FDT25,121.7072,367.5216,0.05085390099999999,7.5,OUT045,1,1,1,11,1,0.7295104149484083,7
1,NCB19,84.6882,601.2174,0.090295708,6.525,OUT046,0,2,1,16,2,1.295311826936154,8
0,FDD05,122.0098,361.5294,0.029084547999999998,12.857645184136183,OUT019,0,2,0,28,1,0.4172242495234908,4
1,NCE54,77.0354,2332.2974,0.026769592000000002,12.857645184136183,OUT027,2,1,3,28,2,0.3840156956281406,5
2,FDO39,182.8608,4042.7376,0.137580452,6.985,OUT049,0,1,1,14,1,1.973621898294677,9
1,NCV06,192.2478,1356.2346,0.066816565,11.3,OUT045,1,1,1,11,2,0.9584983472276256,7
2,DRB13,189.053,948.765,0.01179078,6.115,OUT010,2,1,0,15,0,0.1691413370699997,0
2,FDX51,194.2452,782.9808,0.036921781,9.5,OUT010,2,1,0,15,1,0.5296510837574537,0
0,FDC38,134.2942,1192.4478,0.12274238900000001,15.7,OUT045,1,1,1,11,1,1.760766615154046,7
0,FDD04,143.2154,1701.7848,0.089971292,16.0,OUT046,0,2,1,16,1,1.2906580079346206,8
2,FDC05,198.7768,3153.2288,0.09918699199999999,13.1,OUT018,2,1,2,4,1,1.4228592550137786,3
0,DRJ59,39.0164,1042.6428,0.018696562555555556,12.857645184136183,OUT027,2,1,3,28,0,0.26820630944344287,5
0,FDL22,90.6488,633.8416,0.036596012000000004,16.85,OUT017,1,1,1,6,1,0.5249778556728015,2
0,DRH13,107.62799999999999,213.05599999999998,0.041821227,12.857645184136183,OUT019,0,2,0,28,0,0.5999347161670366,4
2,FDV22,157.563,312.926,0.016635488,14.85,OUT010,2,1,0,15,1,0.23863974080866024,0
0,FDP07,197.21099999999998,3142.5759999999996,0.090084098,18.2,OUT045,1,1,1,11,1,1.2922762348601946,7
0,FDK27,119.1756,1696.4584,0.008960445,11.0,OUT049,0,1,1,14,1,0.12853955786149798,9
2,FDP31,64.9168,639.168,0.162418495,21.1,OUT017,1,1,1,6,1,2.3299290979220255,2
1,NCI54,110.7912,109.1912,0.056237906,15.2,OUT010,2,1,0,15,2,0.8067451529802911,0
0,DRK35,37.7506,796.9626,0.071498575,12.857645184136183,OUT027,2,1,3,28,0,1.0256628123075533,5
1,NCO07,213.25599999999997,4687.232,0.009791467,9.06,OUT049,0,1,1,14,2,0.14046075155814786,9
0,FDN31,191.253,3036.048,0.072820885,11.5,OUT013,2,0,1,26,1,1.0446316406141651,1
1,NCO02,66.8142,2372.9112,0.07335428599999999,11.15,OUT035,1,2,1,9,2,1.0522833954882678,6
2,FDQ26,57.2562,770.3306,0.068010049,13.5,OUT045,1,1,1,11,1,0.975619138178831,7
2,FDQ07,221.8456,663.1368,0.087406863,15.1,OUT046,0,2,1,16,1,1.253870708885611,8
2,FDB49,98.2384,2167.8448,0.030198227999999997,8.3,OUT049,0,1,1,14,1,0.4332002345107535,9
2,FDY44,196.41099999999997,2749.7540000000004,0.024442501000000002,14.15,OUT049,0,1,1,14,1,0.3506330624839752,9
1,NCI54,107.3912,3057.3536,0.033436336000000004,12.857645184136183,OUT027,2,1,3,28,2,0.47965160725259615,5
2,FDV44,190.1188,1904.1879999999999,0.039844429,8.365,OUT046,0,2,1,16,1,0.5715771132911199,8
2,FDI48,53.0666,512.6659999999999,0.055805027,11.85,OUT049,0,1,1,14,1,0.8005354083451166,9
1,NCL05,42.277,605.878,0.04788860599999999,19.6,OUT035,1,2,1,9,2,0.68697260480294,6
2,FDT32,189.6214,2826.321,0.065735977,19.0,OUT049,0,1,1,14,1,0.9429970742718249,9
0,FDM10,212.9218,3846.9924,0.07608971099999999,18.25,OUT049,0,1,1,14,1,1.0915236698343842,9
2,FDS21,63.5194,557.2746,0.020908608000000002,19.85,OUT049,0,1,1,14,1,0.29993858874412826,9
0,FDD11,251.704,3542.0559999999996,0.030678825,12.85,OUT045,1,1,1,11,1,0.4400945043700699,7
0,FDL04,106.7622,2964.1416,0.111381428,12.857645184136183,OUT027,2,1,3,28,1,1.5977911263449833,5
0,FDO58,163.7526,2960.1468,0.039738393,19.6,OUT018,2,1,2,4,1,0.5700560035072417,3
2,FDQ08,60.5536,490.0288,0.01903743,15.7,OUT017,1,1,1,6,1,0.2730961280404286,2
0,FDT28,151.3708,3611.2992,0.06356617,13.3,OUT046,0,2,1,16,1,0.9118707147634765,8
0,FDT22,59.022,1378.2060000000001,0.11255385300000001,10.395,OUT018,2,1,2,4,1,1.6146098213010673,3
2,FDB58,143.7154,3119.9388,0.013493914,10.5,OUT035,1,2,1,9,1,0.19357316956703355,6
0,FDN45,224.8088,2013.3792,0.11810276900000001,19.35,OUT046,0,2,1,16,1,1.6942102439642934,8
0,FDZ45,198.9084,4761.8016,0.06682033,14.1,OUT013,2,0,1,26,1,0.9585523569822023,1
2,FDJ38,188.753,7590.12,0.040205535,8.6,OUT046,0,2,1,16,1,0.5767572584268954,8
1,NCT06,166.4842,1326.2736,0.038816115,17.1,OUT045,1,1,1,11,2,0.5568257223833258,7
2,FDU21,32.8558,713.0718,0.076348933,12.857645184136183,OUT027,2,1,3,28,1,1.0952422665411297,5
1,NCP30,38.9822,982.055,0.032819637,20.5,OUT049,0,1,1,14,2,0.47080492421468584,9
2,FDR27,134.4942,2119.9072,0.09624984199999999,15.1,OUT049,0,1,1,14,1,1.3807251910947547,9
2,FDW39,176.937,4234.488,0.028607903799999994,6.69,OUT017,1,1,1,6,1,0.4103866834511308,2
0,DRZ24,121.044,2396.88,0.06895387800000001,12.857645184136183,OUT027,2,1,3,28,0,0.9891585731462751,5
0,FDK21,250.7408,5757.8384,0.010003986999999999,7.905,OUT013,2,0,1,26,1,0.14350939778461602,1
0,FDJ04,118.5124,1303.6364,0.12445204800000001,18.0,OUT046,0,2,1,16,1,1.7852920502137928,8
2,FDZ13,50.835,599.22,0.154363209,7.84,OUT017,1,1,1,6,1,2.214374245357458,2
2,FDS16,144.67600000000002,3954.8520000000003,0.066551268,15.15,OUT017,1,1,1,6,1,0.9546926033073201,2
2,FDD56,175.8054,1050.6324,0.17370354899999998,15.2,OUT010,2,1,0,15,1,2.491815684090807,0
0,FDI57,197.2768,6503.5344,0.054025644000000005,19.85,OUT046,0,2,1,16,1,0.7750097671424458,8
0,FDQ12,231.601,5972.226,0.03523927,12.857645184136183,OUT027,2,1,3,28,1,0.5055150927394735,5
0,FDI56,91.3146,1641.8628,0.09338538099999999,7.325,OUT046,0,2,1,16,1,1.3396338668969605,8
1,NCT42,148.4392,2087.9488,0.024937792,5.88,OUT045,1,1,1,11,2,0.3577381210109545,7
2,FDM25,174.7712,3339.6528,0.060654268,10.695,OUT035,1,2,1,9,1,0.8700988389675743,6
0,DRB25,106.0938,2787.0388,0.06912336,12.857645184136183,OUT027,2,1,3,28,0,0.9915898297797884,5
1,NCY30,179.5976,2535.3664,0.025953257,20.25,OUT046,0,2,1,16,2,0.37230519018261127,8
2,FDD44,257.0646,8760.5964,0.07884393,8.05,OUT017,1,1,1,6,1,1.1310335482515543,2
0,FDK45,112.186,1018.674,0.033851785,11.65,OUT035,1,2,1,9,1,0.48561131469726004,6
0,FDN45,222.6088,1789.6704,0.118342285,19.35,OUT045,1,1,1,11,1,1.6976461537590362,7
0,FDQ09,115.8834,1382.2008,0.058121214000000004,7.235,OUT035,1,2,1,9,1,0.8337616212067044,6
0,FDC17,209.9928,5259.82,0.015457803,12.15,OUT035,1,2,1,9,1,0.22174558999359267,6
0,FDD45,94.1436,1512.6976,0.116152226,8.615,OUT013,2,0,1,26,1,1.66622927484838,1
2,FDD41,105.0306,2090.612,0.087260103,6.765,OUT046,0,2,1,16,1,1.251765404348643,8
2,FDU46,87.25399999999999,1211.756,0.011126299999999999,10.3,OUT046,0,2,1,16,1,0.15960922505906627,8
2,FDO45,89.4856,1230.3984,0.038167453,13.15,OUT017,1,1,1,6,1,0.5475205230677165,2
2,FDG41,109.5228,1657.842,0.076547632,8.84,OUT035,1,2,1,9,1,1.0980926474772912,6
